super_book_title,super_book_code,high_level_keyword,parisian_keyword
"Mémoires de Maximilien de Béthune, duc de Sully",spbk0001565,pk036,Histoire
Mémoires de Madame de Warens,spbk0001566,pk015,Belles-Lettres
Mémoire sur une courbe à double,spbk0001569,pk105,Science et Arts
Memorial de l'Europe,spbk0001570,pk036,Histoire
"Menagiana, ou les bons mots, les pensées critiques, historiques, morales et d'érudition de Ménage",spbk0001571,NA,NA
Mentor (le) moderne,spbk0001572,pk036,Histoire
Deux (les) mentors,spbk0001574,pk015,Belles-Lettres
Mère (la) rivale,spbk0001575,pk015,Belles-Lettres
Messager Boiteux,spbk0001576,pk036,Histoire
Bon (le) Militaire,spbk0001577,pk105,Science et Arts
Militaire (le) philosophe,spbk0001578,pk105,Science et Arts
Mille (les) et un jour,spbk0001579,pk015,Belles-Lettres
Mille (les) et une nuits,spbk0001580,pk015,Belles-Lettres
Mille (les) et une faveurs,spbk0001581,pk015,Belles-Lettres
"Milord d'Ambi, histoire anglaise par Mme Beccary",spbk0001582,pk015,Belles-Lettres
Minéralogie sicilienne docimastique et métallurgique,spbk0001583,pk105,Science et Arts
Ministre (le) de Wakefield,spbk0001584,pk015,Belles-Lettres
Miroir (le) d'or,spbk0001586,pk015,Belles-Lettres
"Mizrim, ou Le sage à la cour",spbk0001587,pk015,Belles-Lettres
Moeurs et coutumes des François,spbk0001588,pk036,Histoire
Moeurs (les) angloises,spbk0001589,pk036,Histoire
Moeurs (les) des Israélites,spbk0001590,pk036,Histoire
Moeurs (les),spbk0001591,pk106,Théologie
"Mois (les), poëme en douze chants",spbk0001592,pk015,Belles-Lettres
"Molière, drame en cinq actes en prose",spbk0001593,pk015,Belles-Lettres
Monarque (le) accompli,spbk0001595,pk105,Science et Arts
Monatliche Nachrichten,spbk0001596,pk036,Histoire
"Monde (le), son origine, et son antiquité",spbk0001597,NA,NA
"Monialisme, histoire galante",spbk0001598,pk015,Belles-Lettres
Montesquieu à Marseille,spbk0001599,pk015,Belles-Lettres
Monumens de la vie privée des douze Césars,spbk0001600,pk036,Histoire
Monuments du culte secret des dames romaines,spbk0001601,pk036,Histoire
Morale (la) évangélique,spbk0001603,pk106,Théologie
Leçons de morale,spbk0001604,pk106,Théologie
Mort (la) de Louis XI,spbk0001606,pk015,Belles-Lettres
Mort édifiante,spbk0001607,pk106,Théologie
Moyen (le) de parvenir,spbk0001608,pk015,Belles-Lettres
"Moyen certain et fondé sur l'expérience générale pour assurer & prolonger, pour ainsi dire, à volonté durée des vins",spbk0001609,pk105,Science et Arts
"Musarion, ou la philosophie des grâces",spbk0001611,pk015,Belles-Lettres
Muse (la) libertine,spbk0001612,pk015,Belles-Lettres
Muse (la) d'un théologien du Mont-Jura,spbk0001613,pk015,Belles-Lettres
Muses (les) du foyer de l'opéra,spbk0001614,pk015,Belles-Lettres
Muses (les) en belle humeur,spbk0001615,pk015,Belles-Lettres
Musique (de la) considérée en elle-même,spbk0001616,pk105,Science et Arts
Mystères (les) du christianisme,spbk0001619,pk106,Théologie
Médecine des animaux domestiques,spbk0001620,pk105,Science et Arts
Médicine végétale,spbk0001621,pk105,Science et Arts
Méditations philosophiques sur Dieu,spbk0001622,NA,NA
Epître a l'ombre d'un ami,spbk0001623,pk015,Belles-Lettres
"Mélanges historiques, politiques, critiques",spbk0001624,pk036,Histoire
Mémoires de ces Ms & Dames,spbk0001625,NA,NA
Mémoires à consulter pour M. le comte de Mirabeau contre M. le marquis de Monnier,spbk0001626,pk082,Jurisprudence
[Mémoires de Bonneval],spbk0001627,pk114,Undetermined
Mémoires de Louis XV,spbk0001628,pk036,Histoire
Mémoires de Mademoiselle de Sternheim,spbk0001629,pk015,Belles-Lettres
Mémoires pour servir à la vie de M. de Voltaire,spbk0001631,pk105,Science et Arts
Mémoires de Madame la duchesse de Morsheim,spbk0001633,pk015,Belles-Lettres
Mémoire historique sur la dernière année de la vie de Frédéric II,spbk0001634,NA,NA
Mémoire pour les souverains de la communion de Rome,spbk0001636,pk082,Jurisprudence
"Mémoires historiques, politiques et militaires sur la Russie",spbk0001638,pk036,Histoire
Mémoire sur la meilleure manière de faire et de gouverner les vins de Provence,spbk0001639,pk105,Science et Arts
Memoires et avantures d'un homme de qualité,spbk0001643,pk015,Belles-Lettres
Mémoires pour servir à l'histoire de madame de Maintenon,spbk0001644,pk036,Histoire
"Mémoires géographiques physiques et historiques sur l'Asie, l'Afrique et l'Amérique",spbk0001647,pk036,Histoire
Mémoires turcs,spbk0001648,pk015,Belles-Lettres
Mémoires d'un reine infortunée,spbk0001649,pk036,Histoire
Mémoires d'une femme de chambre,spbk0001650,pk015,Belles-Lettres
Mémoires de Suzon,spbk0001653,pk015,Belles-Lettres
Mémoires de Gaudence de Luques,spbk0001654,pk015,Belles-Lettres
Mémoires de monsieur Du Guay-Trouin,spbk0001655,pk036,Histoire
Mémoires de Mademoiselle de Montpensier,spbk0001656,NA,NA
Mémoires de Mme le baronee de S. Lys,spbk0001657,pk015,Belles-Lettres
Mémoires de M. l'abbé de Montgon,spbk0001658,pk036,Histoire
Mémoires de Monsieur de Gourville,spbk0001659,pk036,Histoire
Mémoire donné au roi par M. Necker en 1778,spbk0001660,pk105,Science et Arts
[Mémoires de Beaumarchais],spbk0001661,pk015,Belles-Lettres
Mémoires de Mme la marquise de Pompadour,spbk0001662,pk036,Histoire
Mémoires de Madame de Staal,spbk0001663,pk036,Histoire
Mémoires de l'abbé Terray,spbk0001664,pk036,Histoire
Mémoires de Versorand,spbk0001665,pk015,Belles-Lettres
Mémoires de la Société des sciences physiques de Lausanne,spbk0001667,pk105,Science et Arts
Mémoires de la vie de Frederic Maurice de La Tour d'Auvergne,spbk0001668,pk036,Histoire
"Mémoires de Sébastien-Joseph de Carvalho et Mélo, comte d'Oeyras, marquis de Pombal",spbk0001669,pk036,Histoire
"Mémoires du baron de Tott, sur les turcs et les tartares",spbk0001670,pk036,Histoire
Mémoires pour le Clergé de France dans l'affaire des foi,spbk0001671,pk082,Jurisprudence
Mémoires de M. le comte de Saint-Germain,spbk0001672,pk105,Science et Arts
Mémoires et observations de chirurgie,spbk0001673,pk105,Science et Arts
Mémoires de la Grande-Bretagne et de l'Irlande,spbk0001674,pk036,Histoire
Mémoires historiques et politiques des Pays-Bas autrichiens,spbk0001675,pk036,Histoire
Métaphisique (la) du coeur,spbk0001676,pk105,Science et Arts
Mémoires physico-chimiques,spbk0001677,pk105,Science et Arts
Mémoires pour servir à l'histoire du siège de Gibraltar,spbk0001682,pk105,Science et Arts
Mémoires secrets pour servir à l'histoire de Perse,spbk0001683,NA,NA
Mémoires secrets pour servir à l'histoire de la république des lettres en France,spbk0001684,pk036,Histoire
Mémoire sur l'usage de deux spécifiques pour les femmes grosses,spbk0001685,pk105,Science et Arts
Mémoires sur la Bastille et sur la détention de M. Linguet,spbk0001686,pk082,Jurisprudence
"Mémoires historiques, militaires et politiques sur les principaux évènemens arrivés dans l'isle & royaume de Corse",spbk0001687,pk036,Histoire
Sur la formation du coeur dans le poulet,spbk0001689,pk105,Science et Arts
Mémoire sur la navigation dans la mer du nord,spbk0001691,pk105,Science et Arts
Mémoire sur la plique polonaise,spbk0001692,pk105,Science et Arts
"Mémoire sur le sainfoin, autrement appelé esparcette",spbk0001693,pk105,Science et Arts
Mémoires sur les maisons de force du royaume de France,spbk0001695,NA,NA
Mémoire sur les Samojedes et les Lappons,spbk0001696,pk036,Histoire
Mémorial d'un mondain,spbk0001697,pk015,Belles-Lettres
Méthode analytique pour apprendre philosophiquement les langues,spbk0001698,pk015,Belles-Lettres
Essai d'une nouvelle méthode pour enseigner la jeunesse à mettre facilement en usage dans la composition les règles de la syntaxe latine,spbk0001699,pk015,Belles-Lettres
Méthode des terriers,spbk0001700,pk082,Jurisprudence
Méthodes sures et faciles pour détruire les animaux nuisibles,spbk0001701,pk105,Science et Arts
Médecin (le) de soi-même,spbk0001702,pk105,Science et Arts
Nature (de la),spbk0001703,NA,NA
Nature (de la) humaine,spbk0001704,pk105,Science et Arts
Nature (la) considérée sous ses différens aspects,spbk0001705,pk015,Belles-Lettres
Philosophiae naturalis principia mathematica,spbk0001709,pk105,Science et Arts
Elementa pathologiae universae,spbk0001711,pk105,Science et Arts
Nomenclator ex historia plantarum indigenarum Helvetiae excerptus,spbk0001712,pk105,Science et Arts
Nosologie méthodique,spbk0001713,pk105,Science et Arts
Parfait (le) Notaire apostolique,spbk0001714,pk082,Jurisprudence
Nouveau (le) Newkastle,spbk0001717,pk105,Science et Arts
Nouveau (le) Testament,spbk0001718,pk106,Théologie
"Nouveau testament de notre S.J.C. avec les différences du grec & de la vulgate, par messire Ant. Arnauld",spbk0001720,pk106,Théologie
Nouveau (le) Testament en françois,spbk0001721,pk106,Théologie
Nouveautés,spbk0001722,pk015,Belles-Lettres
Nouveaux Mélanges philosophiques,spbk0001724,NA,NA
[Nouvelles de Don Garini],spbk0001728,pk114,Undetermined
Nouvelles (les) d'Antoine-François Grazzini,spbk0001729,pk015,Belles-Lettres
Nouvelles historiques,spbk0001730,pk015,Belles-Lettres
Nouvelles monacales,spbk0001731,pk015,Belles-Lettres
"Nouvelles, par M. de Charnois",spbk0001733,pk015,Belles-Lettres
Nouvelles (les) provinciales ou lettres,spbk0001734,pk105,Science et Arts
Six (les) nouvelles de M. de Florian,spbk0001735,pk015,Belles-Lettres
Nuit (la) et le moment,spbk0001737,pk015,Belles-Lettres
Nuits (les) champêtres,spbk0001738,pk015,Belles-Lettres
Nuits (les) Clémentines,spbk0001739,pk015,Belles-Lettres
Numa Pompilius,spbk0001741,pk015,Belles-Lettres
Nymphomanie (la),spbk0001742,NA,NA
Observations sur le livre intitulé Système de la nature,spbk0001745,pk106,Théologie
Observations sur le gouvernement et les lois des Etats Unis de l'Amérique,spbk0001747,pk105,Science et Arts
Observations historiques sur quelques écarts ou jeux de la nature,spbk0001748,pk105,Science et Arts
Observations importantes sur l'usage du suc gastrique dans la chirurgie,spbk0001751,pk105,Science et Arts
Observations pour M. le comte de Mirabeau,spbk0001753,pk082,Jurisprudence
Observations très-importantes pour les pères et mères,spbk0001754,pk105,Science et Arts
Observations sur l'histoire de la Bastille,spbk0001756,pk082,Jurisprudence
Observations sur des matières de jurisprudence criminelle,spbk0001758,pk082,Jurisprudence
Observations sur la nature et sur le traitement de la rage,spbk0001759,pk105,Science et Arts
"Observations sur la religion, les loix, le gouvernement et les moeurs des Turcs",spbk0001760,pk036,Histoire
Observations sur la littérature en France,spbk0001761,pk015,Belles-Lettres
Observations sur les loix criminelles de France,spbk0001764,pk082,Jurisprudence
Observations sur les maladies vénériennes,spbk0001765,pk105,Science et Arts
Observations sur l'art de faire la guerre,spbk0001766,pk105,Science et Arts
Notes et observations critiques sur S.-Sulpice de Paris,spbk0001767,pk105,Science et Arts
Odalisque (l'),spbk0001769,pk015,Belles-Lettres
Ode (l') sur l'anniversaire de la Saint-Barthélemy,spbk0001770,NA,NA
Odes d'Horace,spbk0001771,pk015,Belles-Lettres
Oeufs rouges,spbk0001772,pk036,Histoire
Oeuvres [de Brantôme],spbk0001773,pk036,Histoire
[Oeuvres de Rousseau],spbk0001774,pk015,Belles-Lettres
Collection complète des oeuvres [de Coyer],spbk0001776,pk105,Science et Arts
Oeuvres (les) galantes et amoureuses d'Ovide,spbk0001779,pk015,Belles-Lettres
[Oeuvres de Tissot],spbk0001785,pk105,Science et Arts
Oeuvres [de Grécourt],spbk0001786,pk015,Belles-Lettres
Oeuvres complettes de M. Marmontel,spbk0001787,pk015,Belles-Lettres
Oeuvres complettes de Mlle Lussan,spbk0001788,pk015,Belles-Lettres
Oeuvres complettes de M. de Saint-Foix,spbk0001789,pk015,Belles-Lettres
Oeuvres diverses du docteur Young,spbk0001791,pk015,Belles-Lettres
Oeuvres d'Homère,spbk0001792,pk015,Belles-Lettres
Oeuvres de M. Boindin,spbk0001794,pk015,Belles-Lettres
Oeuvres de Monsieur de Boissy,spbk0001795,pk015,Belles-Lettres
Oeuvres,spbk0001797,pk105,Science et Arts
Oeuvres de Ciceron,spbk0001798,pk105,Science et Arts
Oeuvres de Crébillon,spbk0001799,pk015,Belles-Lettres
Oeuvres de Destouches,spbk0001802,pk015,Belles-Lettres
Oeuvres complètes de Florian,spbk0001803,pk015,Belles-Lettres
Oeuvres de M. Fréret,spbk0001804,pk105,Science et Arts
Oeuvres [de Gresset],spbk0001805,pk015,Belles-Lettres
Oeuvres de Jean-Baptiste Rousseau,spbk0001807,pk015,Belles-Lettres
Oeuvres de J. Racine,spbk0001809,pk015,Belles-Lettres
Oeuvres de Mr. De la H****,spbk0001810,pk015,Belles-Lettres
Oeuvres de Mr. L. Racine,spbk0001811,pk015,Belles-Lettres
Oeuvres de Monsieur de La Fosse,spbk0001813,pk015,Belles-Lettres
Oeuvres (les) de Mr. de Maupertuis,spbk0001814,pk105,Science et Arts
Oeuvres de Miss Burney,spbk0001815,pk015,Belles-Lettres
[Oeuvres de Mme Genlis],spbk0001816,pk015,Belles-Lettres
Œuvres de Monsieur de Montesquieu,spbk0001818,pk105,Science et Arts
Oeuvres de Pierre et Thomas Corneille,spbk0001819,pk015,Belles-Lettres
Oeuvres de Pope,spbk0001822,pk015,Belles-Lettres
Oeuvres (les) de mylord Comte de Shaftsbury,spbk0001824,pk105,Science et Arts
Oeuvres diverses de M. le Marquis de Wargemont,spbk0001826,pk015,Belles-Lettres
"Oeuvres diverses, en vers et en prose, de M. le chevalier de B**",spbk0001827,pk015,Belles-Lettres
Oeuvres diverses de Mme la comtesse de La Fayette,spbk0001828,pk036,Histoire
Oeuvres choisies de Monsieur de La Monnoye,spbk0001830,pk015,Belles-Lettres
Oeuvres de minéralogie & de physique de Razoumowsky,spbk0001831,NA,NA
"Oeuvres des Crébillon pere, nouvelle édition, corrigée, revue & augmentée de la vie de l'auteur",spbk0001832,NA,NA
Oeuvres diverses d'un ancien magistrat,spbk0001834,pk105,Science et Arts
Oeuvres diverses de M. Borde,spbk0001835,pk015,Belles-Lettres
Oeuvres diverses de M. le chev. Rutlidge,spbk0001836,pk015,Belles-Lettres
Oeuvres diverses de M. Maupin,spbk0001837,pk105,Science et Arts
Oeuvres diverses de M. Thomas,spbk0001838,pk015,Belles-Lettres
Oeuvres diverses de l'A*** L***,spbk0001839,pk015,Belles-Lettres
Oeuvres dramatiques de M. d'Arnaud,spbk0001840,pk015,Belles-Lettres
[Oeuvres de Frédéric II],spbk0001841,pk015,Belles-Lettres
Oeuvres de M. le chevalier de Parny,spbk0001842,pk015,Belles-Lettres
Oeuvres mêlées de Mme le Prince de Beaumont extraits des journaux périodiques,spbk0001843,pk015,Belles-Lettres
Oeuvres mêlées,spbk0001844,pk015,Belles-Lettres
Oeuvres pastorales de M. Merthghen,spbk0001845,pk015,Belles-Lettres
Oeuvres posthumes [de Montesquieu],spbk0001849,pk015,Belles-Lettres
Olinde,spbk0001851,pk015,Belles-Lettres
Opere posthume di Pietro Giannone,spbk0001856,pk036,Histoire
Opera di Niccolo Machiavelli,spbk0001857,pk015,Belles-Lettres
Opinions des anciens sur les juifs,spbk0001858,NA,NA
Opuscules d'un Free-thinker,spbk0001859,pk105,Science et Arts
Opuscules de M. Louis Du Four de Longuerue,spbk0001860,pk036,Histoire
Opuscules poétiques,spbk0001861,pk015,Belles-Lettres
Opuscules de physique animale et végétale,spbk0001862,pk105,Science et Arts
Oraison funèbre de Charles-Emmanuel,spbk0001863,pk106,Théologie
Oraison funèbre de Louis XV le Bien-Aimé,spbk0001864,pk106,Théologie
"Oraison funèbre le Fréderic le Grand, Roi de Prusse, assemblée régulièrement le 12 novembre 1786",spbk0001867,NA,NA
[Ordonance Militaire],spbk0001868,pk105,Science et Arts
Ordre [l'] des francs-maçons trahi et le Secret des Mopses révélé,spbk0001869,pk036,Histoire
Ordre (l') essentiel & politique des puissances,spbk0001870,pk082,Jurisprudence
[Original et traduction de la Bulle],spbk0001871,pk036,Histoire
Roland furieux,spbk0001872,pk015,Belles-Lettres
Orpheline (l') angloise,spbk0001873,pk015,Belles-Lettres
Heureux (les) orphelins,spbk0001874,pk015,Belles-Lettres
Paix (de la) perpétuelle,spbk0001875,pk105,Science et Arts
[Palettes doubles],spbk0001876,pk114,Undetermined
[Palettes simples],spbk0001877,pk114,Undetermined
Pamela,spbk0001878,pk015,Belles-Lettres
Paradis (le) perdu,spbk0001881,pk015,Belles-Lettres
"Parapilla, poème en cinq chants",spbk0001882,pk015,Belles-Lettres
Parfaite (la) intelligence du commerce,spbk0001883,pk105,Science et Arts
Paris en miniature,spbk0001884,pk036,Histoire
Nouveau parlement francois & allemand à l'usage des deux nations,spbk0001885,pk015,Belles-Lettres
Parnasse (le) libertin,spbk0001886,pk015,Belles-Lettres
Partage (le) de la Pologne,spbk0001887,pk036,Histoire
Recueil des passages du Nouveau Testament,spbk0001888,pk106,Théologie
Passe-partout (la) de l'Eglise romaine,spbk0001889,NA,NA
Passe-temps (le) du sexe,spbk0001890,pk015,Belles-Lettres
Histoire du patriotisme françois,spbk0001891,pk036,Histoire
[Patriote françois],spbk0001892,pk114,Undetermined
Paysan (le) perverti,spbk0001893,pk015,Belles-Lettres
Paysanne parvenue,spbk0001894,pk015,Belles-Lettres
Pensées ingénieuses des anciens et des modernes,spbk0001895,pk105,Science et Arts
Pensées (les) de J.J. Rousseau,spbk0001896,pk105,Science et Arts
Pensées de monsieur le comte d'Oxenstirn,spbk0001897,pk105,Science et Arts
Pensées nouvelles et philosophiques,spbk0001898,pk105,Science et Arts
Pensées philosophiques de M. de Voltaire,spbk0001899,pk105,Science et Arts
Pensées philosophiques,spbk0001900,pk105,Science et Arts
Pensées secrètes et observations critiques,spbk0001901,NA,NA
Pensées sur l'interprétation de la nature,spbk0001902,NA,NA
"Ouvrages de feu Mr. Forbes, Lord-Président des Assises d'Edimbourg",spbk0001903,pk106,Théologie
Pensées générales sur le déisme,spbk0001904,pk105,Science et Arts
Petit Tableau (le) de Paris,spbk0001905,NA,NA
Petit-fils (le) d'Hercule,spbk0001906,pk015,Belles-Lettres
Petits Soupers (les) et les nuits de l'hôtel Bouill-n,spbk0001907,NA,NA
Phanor et Thëmire,spbk0001908,pk015,Belles-Lettres
Élémens de pharmacie theorique et pratique,spbk0001909,pk105,Science et Arts
